mode,gqa,B,Hq,Hkv,S,D,d_pad,total_cycles,mxu_util,vpu_util,hbm_bw_gbs,device_us,avg_us,util_src,flops,bytes,fused,trace_dir,error
decode,0,32,4,4,8192,128,0,4395453,0.05,,427.8,1255.1266,1261.675,analytic,536870912,536936448,True,tb_logs/decode_gqa0_B32_Hq4_Hkv4_S8192_D128,
decode,0,32,4,4,16384,128,0,8776275,0.05,,428.5,2506.075,2513.214,analytic,1073741824,1073807360,True,tb_logs/decode_gqa0_B32_Hq4_Hkv4_S16384_D128,
decode,0,32,8,8,128,128,0,479169,0.01,,123.6,136.8272,142.072,analytic,16777216,16908288,True,tb_logs/decode_gqa0_B32_Hq8_Hkv8_S128_D128,
decode,0,32,8,8,256,128,0,507417,0.03,,232.5,144.8936,150.17,analytic,33554432,33685504,True,tb_logs/decode_gqa0_B32_Hq8_Hkv8_S256_D128,
decode,0,32,8,8,512,128,0,576061,0.04,,408.8,164.4947,169.945,analytic,67108864,67239936,True,tb_logs/decode_gqa0_B32_Hq8_Hkv8_S512_D128,
decode,0,32,8,8,1024,128,0,1162582,0.04,,404.7,331.9767,337.533,analytic,134217728,134348800,True,tb_logs/decode_gqa0_B32_Hq8_Hkv8_S1024_D128,
decode,0,32,8,8,2048,128,0,2251540,0.05,,417.7,642.9299,649.057,analytic,268435456,268566528,True,tb_logs/decode_gqa0_B32_Hq8_Hkv8_S2048_D128,
decode,0,32,8,8,4096,128,0,4417560,0.05,,425.7,1261.4392,1267.945,analytic,536870912,537001984,True,tb_logs/decode_gqa0_B32_Hq8_Hkv8_S4096_D128,
decode,0,32,8,8,8192,128,0,8796274,0.05,,427.5,2511.7859,2519.538,analytic,1073741824,1073872896,True,tb_logs/decode_gqa0_B32_Hq8_Hkv8_S8192_D128,
decode,0,32,8,8,16384,128,0,17603166,0.05,,427.2,5026.6037,5034.081,analytic,2147483648,2147614720,True,tb_logs/decode_gqa0_B32_Hq8_Hkv8_S16384_D128,
prefill,1,1,2,1,128,128,0,5764,1.11,,119.5,1.6459,48.825,analytic,16777216,196608,True,tb_logs/prefill_gqa1_B1_Hq2_Hkv1_S128_D128,
prefill,1,1,2,1,256,128,0,6816,3.76,,202.0,1.9463,47.355,analytic,67108864,393216,True,tb_logs/prefill_gqa1_B1_Hq2_Hkv1_S256_D128,
prefill,1,1,2,1,512,128,0,9053,11.31,,304.2,2.5851,47.412,analytic,268435456,786432,True,tb_logs/prefill_gqa1_B1_Hq2_Hkv1_S512_D128,
prefill,1,1,4,1,128,128,0,8816,1.45,,130.2,2.5173,47.204,analytic,33554432,327680,True,tb_logs/prefill_gqa1_B1_Hq4_Hkv1_S128_D128,
prefill,1,1,4,1,256,128,0,10466,4.89,,219.3,2.9885,47.58,analytic,134217728,655360,True,tb_logs/prefill_gqa1_B1_Hq4_Hkv1_S256_D128,
prefill,1,1,4,1,512,128,0,14145,14.48,,324.5,4.039,47.274,analytic,536870912,1310720,True,tb_logs/prefill_gqa1_B1_Hq4_Hkv1_S512_D128,
prefill,1,1,5,1,128,128,0,10339,1.55,,133.2,2.9523,47.634,analytic,41943040,393216,True,tb_logs/prefill_gqa1_B1_Hq5_Hkv1_S128_D128,
prefill,1,1,5,1,256,128,0,12308,5.2,,223.8,3.5145,47.64,analytic,167772160,786432,True,tb_logs/prefill_gqa1_B1_Hq5_Hkv1_S256_D128,
prefill,1,1,5,1,512,128,0,16713,15.32,,329.6,4.7723,48.925,analytic,671088640,1572864,True,tb_logs/prefill_gqa1_B1_Hq5_Hkv1_S512_D128,
prefill,1,1,8,1,128,128,0,14917,1.72,,138.5,4.2596,47.528,analytic,67108864,589824,True,tb_logs/prefill_gqa1_B1_Hq8_Hkv1_S128_D128,
prefill,1,1,8,1,256,128,0,17887,5.72,,231.0,5.1077,47.182,analytic,268435456,1179648,True,tb_logs/prefill_gqa1_B1_Hq8_Hkv1_S256_D128,
prefill,1,1,8,1,512,128,0,24322,16.84,,339.7,6.9453,47.811,analytic,1073741824,2359296,True,tb_logs/prefill_gqa1_B1_Hq8_Hkv1_S512_D128,
prefill,1,1,16,1,128,128,0,27222,1.88,,143.3,7.7732,32.212,analytic,134217728,1114112,True,tb_logs/prefill_gqa1_B1_Hq16_Hkv1_S128_D128,
prefill,1,1,16,1,256,128,0,32725,6.26,,238.5,9.3445,32.161,analytic,536870912,2228224,True,tb_logs/prefill_gqa1_B1_Hq16_Hkv1_S256_D128,
prefill,1,1,16,1,512,128,0,45230,18.11,,345.0,12.9154,32.128,analytic,2147483648,4456448,True,tb_logs/prefill_gqa1_B1_Hq16_Hkv1_S512_D128,
prefill,1,1,16,2,128,128,0,27214,1.88,,151.8,7.771,32.019,analytic,134217728,1179648,True,tb_logs/prefill_gqa1_B1_Hq16_Hkv2_S128_D128,
prefill,1,1,16,2,256,128,0,32730,6.26,,252.4,9.346,32.209,analytic,536870912,2359296,True,tb_logs/prefill_gqa1_B1_Hq16_Hkv2_S256_D128,
prefill,1,1,16,2,512,128,0,45252,18.1,,365.2,12.9216,33.22,analytic,2147483648,4718592,True,tb_logs/prefill_gqa1_B1_Hq16_Hkv2_S512_D128,
prefill,1,1,12,4,128,128,0,21034,1.83,,174.6,6.0063,32.067,analytic,100663296,1048576,True,tb_logs/prefill_gqa1_B1_Hq12_Hkv4_S128_D128,
prefill,1,1,12,4,256,128,0,25173,6.1,,291.8,7.1881,32.302,analytic,402653184,2097152,True,tb_logs/prefill_gqa1_B1_Hq12_Hkv4_S256_D128,
prefill,1,1,12,4,512,128,0,34629,17.74,,424.2,9.8884,32.501,analytic,1610612736,4194304,True,tb_logs/prefill_gqa1_B1_Hq12_Hkv4_S512_D128,
prefill,1,1,32,4,128,128,0,52101,1.97,,158.6,14.8776,32.296,analytic,268435456,2359296,True,tb_logs/prefill_gqa1_B1_Hq32_Hkv4_S128_D128,
prefill,1,1,32,4,256,128,0,62854,6.52,,262.9,17.9482,32.511,analytic,1073741824,4718592,True,tb_logs/prefill_gqa1_B1_Hq32_Hkv4_S256_D128,
prefill,1,1,32,4,512,128,0,87511,18.72,,377.7,24.9889,33.865,analytic,4294967296,9437184,True,tb_logs/prefill_gqa1_B1_Hq32_Hkv4_S512_D128,
prefill,1,1,64,8,128,128,0,101994,2.01,,162.0,29.1246,47.429,analytic,536870912,4718592,True,tb_logs/prefill_gqa1_B1_Hq64_Hkv8_S128_D128,
prefill,1,1,64,8,256,128,0,123330,6.64,,268.0,35.217,48.915,analytic,2147483648,9437184,True,tb_logs/prefill_gqa1_B1_Hq64_Hkv8_S256_D128,
prefill,1,1,64,8,512,128,0,169529,19.33,,389.9,48.4093,62.124,analytic,8589934592,18874368,True,tb_logs/prefill_gqa1_B1_Hq64_Hkv8_S512_D128,
prefill,1,2,2,1,128,128,0,9439,1.36,,145.9,2.6953,47.557,analytic,33554432,393216,True,tb_logs/prefill_gqa1_B2_Hq2_Hkv1_S128_D128,
prefill,1,2,2,1,256,128,0,11189,4.58,,246.2,3.1949,47.543,analytic,134217728,786432,True,tb_logs/prefill_gqa1_B2_Hq2_Hkv1_S256_D128,
prefill,1,2,2,1,512,128,0,15138,13.53,,363.9,4.3226,47.77,analytic,536870912,1572864,True,tb_logs/prefill_gqa1_B2_Hq2_Hkv1_S512_D128,
prefill,1,2,4,1,128,128,0,15955,1.6,,143.8,4.5559,48.44,analytic,67108864,655360,True,tb_logs/prefill_gqa1_B2_Hq4_Hkv1_S128_D128,
prefill,1,2,4,1,256,128,0,18909,5.42,,242.8,5.3994,48.339,analytic,268435456,1310720,True,tb_logs/prefill_gqa1_B2_Hq4_Hkv1_S256_D128,
prefill,1,2,4,1,512,128,0,25750,15.91,,356.5,7.3529,48.98,analytic,1073741824,2621440,True,tb_logs/prefill_gqa1_B2_Hq4_Hkv1_S512_D128,
prefill,1,2,5,1,128,128,0,19163,1.67,,143.7,5.4719,48.941,analytic,83886080,786432,True,tb_logs/prefill_gqa1_B2_Hq5_Hkv1_S128_D128,
prefill,1,2,5,1,256,128,0,22732,5.63,,242.3,6.4912,47.417,analytic,335544320,1572864,True,tb_logs/prefill_gqa1_B2_Hq5_Hkv1_S256_D128,
prefill,1,2,5,1,512,128,0,31022,16.5,,355.1,8.8585,48.672,analytic,1342177280,3145728,True,tb_logs/prefill_gqa1_B2_Hq5_Hkv1_S512_D128,
prefill,1,2,8,1,128,128,0,29186,1.75,,141.5,8.3342,48.642,analytic,134217728,1179648,True,tb_logs/prefill_gqa1_B2_Hq8_Hkv1_S128_D128,
prefill,1,2,8,1,256,128,0,34532,5.93,,239.3,9.8607,46.675,analytic,536870912,2359296,True,tb_logs/prefill_gqa1_B2_Hq8_Hkv1_S256_D128,
prefill,1,2,8,1,512,128,0,47309,17.32,,349.3,13.509,47.389,analytic,2147483648,4718592,True,tb_logs/prefill_gqa1_B2_Hq8_Hkv1_S512_D128,
prefill,1,2,16,1,128,128,0,55682,1.84,,140.1,15.9002,47.59,analytic,268435456,2228224,True,tb_logs/prefill_gqa1_B2_Hq16_Hkv1_S128_D128,
prefill,1,2,16,1,256,128,0,65921,6.21,,236.7,18.8239,47.448,analytic,1073741824,4456448,True,tb_logs/prefill_gqa1_B2_Hq16_Hkv1_S256_D128,
prefill,1,2,16,1,512,128,0,90916,18.02,,343.3,25.9612,47.634,analytic,4294967296,8912896,True,tb_logs/prefill_gqa1_B2_Hq16_Hkv1_S512_D128,
prefill,1,2,16,2,128,128,0,55679,1.84,,148.4,15.8993,47.619,analytic,268435456,2359296,True,tb_logs/prefill_gqa1_B2_Hq16_Hkv2_S128_D128,
prefill,1,2,16,2,256,128,0,65940,6.21,,250.6,18.8291,47.519,analytic,1073741824,4718592,True,tb_logs/prefill_gqa1_B2_Hq16_Hkv2_S256_D128,
prefill,1,2,16,2,512,128,0,90999,18.01,,363.2,25.985,47.576,analytic,4294967296,9437184,True,tb_logs/prefill_gqa1_B2_Hq16_Hkv2_S512_D128,
prefill,1,2,12,4,128,128,0,42235,1.82,,173.9,12.0603,46.721,analytic,201326592,2097152,True,tb_logs/prefill_gqa1_B2_Hq12_Hkv4_S128_D128,
prefill,1,2,12,4,256,128,0,50200,6.12,,292.6,14.3348,46.636,analytic,805306368,4194304,True,tb_logs/prefill_gqa1_B2_Hq12_Hkv4_S256_D128,
prefill,1,2,12,4,512,128,0,69292,17.73,,424.0,19.7864,46.635,analytic,3221225472,8388608,True,tb_logs/prefill_gqa1_B2_Hq12_Hkv4_S512_D128,
prefill,1,2,32,4,128,128,0,108813,1.88,,151.9,31.0718,48.622,analytic,536870912,4718592,True,tb_logs/prefill_gqa1_B2_Hq32_Hkv4_S128_D128,
prefill,1,2,32,4,256,128,0,128952,6.35,,256.3,36.8224,50.565,analytic,2147483648,9437184,True,tb_logs/prefill_gqa1_B2_Hq32_Hkv4_S256_D128,
prefill,1,2,32,4,512,128,0,176116,18.61,,375.3,50.29,62.981,analytic,8589934592,18874368,True,tb_logs/prefill_gqa1_B2_Hq32_Hkv4_S512_D128,
prefill,1,2,64,8,128,128,0,215708,1.9,,153.2,61.5955,83.476,analytic,1073741824,9437184,True,tb_logs/prefill_gqa1_B2_Hq64_Hkv8_S128_D128,
prefill,1,2,64,8,256,128,0,251929,6.5,,262.4,71.9387,95.234,analytic,4294967296,18874368,True,tb_logs/prefill_gqa1_B2_Hq64_Hkv8_S256_D128,
prefill,1,2,64,8,512,128,0,347432,18.86,,380.5,99.2097,119.888,analytic,17179869184,37748736,True,tb_logs/prefill_gqa1_B2_Hq64_Hkv8_S512_D128,
prefill,1,4,2,1,128,128,0,16356,1.57,,168.4,4.6706,48.604,analytic,67108864,786432,True,tb_logs/prefill_gqa1_B4_Hq2_Hkv1_S128_D128,
prefill,1,4,2,1,256,128,0,19667,5.21,,280.1,5.6158,34.018,analytic,268435456,1572864,True,tb_logs/prefill_gqa1_B4_Hq2_Hkv1_S256_D128,
prefill,1,4,2,1,512,128,0,26928,15.21,,409.1,7.6892,33.816,analytic,1073741824,3145728,True,tb_logs/prefill_gqa1_B4_Hq2_Hkv1_S512_D128,
prefill,1,4,4,1,128,128,0,29546,1.73,,155.4,8.437,33.816,analytic,134217728,1310720,True,tb_logs/prefill_gqa1_B4_Hq4_Hkv1_S128_D128,
prefill,1,4,4,1,256,128,0,35250,5.81,,260.4,10.0655,34.004,analytic,536870912,2621440,True,tb_logs/prefill_gqa1_B4_Hq4_Hkv1_S256_D128,
prefill,1,4,4,1,512,128,0,48537,16.88,,378.3,13.8597,33.884,analytic,2147483648,5242880,True,tb_logs/prefill_gqa1_B4_Hq4_Hkv1_S512_D128,
prefill,1,4,5,1,128,128,0,36010,1.78,,153.0,10.2827,33.859,analytic,167772160,1572864,True,tb_logs/prefill_gqa1_B4_Hq5_Hkv1_S128_D128,
prefill,1,4,5,1,256,128,0,43058,5.95,,255.8,12.2952,34.034,analytic,671088640,3145728,True,tb_logs/prefill_gqa1_B4_Hq5_Hkv1_S256_D128,
prefill,1,4,5,1,512,128,0,59462,17.22,,370.5,16.9796,33.645,analytic,2684354560,6291456,True,tb_logs/prefill_gqa1_B4_Hq5_Hkv1_S512_D128,
prefill,1,4,8,1,128,128,0,56065,1.83,,147.4,16.0095,33.745,analytic,268435456,2359296,True,tb_logs/prefill_gqa1_B4_Hq8_Hkv1_S128_D128,
prefill,1,4,8,1,256,128,0,66785,6.13,,247.4,19.0706,48.1,analytic,1073741824,4718592,True,tb_logs/prefill_gqa1_B4_Hq8_Hkv1_S256_D128,
prefill,1,4,8,1,512,128,0,92239,17.76,,358.3,26.339,48.384,analytic,4294967296,9437184,True,tb_logs/prefill_gqa1_B4_Hq8_Hkv1_S512_D128,
prefill,1,4,16,1,128,128,0,109269,1.87,,142.8,31.2019,48.641,analytic,536870912,4456448,True,tb_logs/prefill_gqa1_B4_Hq16_Hkv1_S128_D128,
prefill,1,4,16,1,256,128,0,129744,6.31,,240.6,37.0484,50.059,analytic,2147483648,8912896,True,tb_logs/prefill_gqa1_B4_Hq16_Hkv1_S256_D128,
prefill,1,4,16,1,512,128,0,177324,18.48,,352.0,50.6352,63.163,analytic,8589934592,17825792,True,tb_logs/prefill_gqa1_B4_Hq16_Hkv1_S512_D128,
prefill,1,4,16,2,128,128,0,109232,1.87,,151.3,31.1914,48.726,analytic,536870912,4718592,True,tb_logs/prefill_gqa1_B4_Hq16_Hkv2_S128_D128,
prefill,1,4,16,2,256,128,0,129804,6.31,,254.6,37.0655,50.938,analytic,2147483648,9437184,True,tb_logs/prefill_gqa1_B4_Hq16_Hkv2_S256_D128,
prefill,1,4,16,2,512,128,0,177444,18.47,,372.5,50.6693,64.06,analytic,8589934592,18874368,True,tb_logs/prefill_gqa1_B4_Hq16_Hkv2_S512_D128,
prefill,1,4,12,4,128,128,0,82295,1.87,,178.5,23.4993,48.017,analytic,402653184,4194304,True,tb_logs/prefill_gqa1_B4_Hq12_Hkv4_S128_D128,
prefill,1,4,12,4,256,128,0,98178,6.26,,299.2,28.035,48.967,analytic,1610612736,8388608,True,tb_logs/prefill_gqa1_B4_Hq12_Hkv4_S256_D128,
prefill,1,4,12,4,512,128,0,136206,18.04,,431.4,38.8937,51.993,analytic,6442450944,16777216,True,tb_logs/prefill_gqa1_B4_Hq12_Hkv4_S512_D128,
prefill,1,4,32,4,128,128,0,216127,1.9,,152.9,61.7152,84.158,analytic,1073741824,9437184,True,tb_logs/prefill_gqa1_B4_Hq32_Hkv4_S128_D128,
prefill,1,4,32,4,256,128,0,252744,6.48,,261.5,72.1713,94.928,analytic,4294967296,18874368,True,tb_logs/prefill_gqa1_B4_Hq32_Hkv4_S256_D128,
prefill,1,4,32,4,512,128,0,348736,18.79,,379.1,99.582,120.688,analytic,17179869184,37748736,True,tb_logs/prefill_gqa1_B4_Hq32_Hkv4_S512_D128,
prefill,1,4,64,8,128,128,0,424494,1.93,,155.7,121.2148,161.593,analytic,2147483648,18874368,True,tb_logs/prefill_gqa1_B4_Hq64_Hkv8_S128_D128,
prefill,1,4,64,8,256,128,0,500863,6.54,,263.9,143.0221,185.045,analytic,8589934592,37748736,True,tb_logs/prefill_gqa1_B4_Hq64_Hkv8_S256_D128,
prefill,1,4,64,8,512,128,0,691117,18.97,,382.6,197.3491,234.145,analytic,34359738368,75497472,True,tb_logs/prefill_gqa1_B4_Hq64_Hkv8_S512_D128,
prefill,1,8,2,1,128,128,0,30470,1.68,,180.8,8.7006,35.407,analytic,134217728,1572864,True,tb_logs/prefill_gqa1_B8_Hq2_Hkv1_S128_D128,
prefill,1,8,2,1,256,128,0,37026,5.53,,297.5,10.5727,33.512,analytic,536870912,3145728,True,tb_logs/prefill_gqa1_B8_Hq2_Hkv1_S256_D128,
prefill,1,8,2,1,512,128,0,51228,15.99,,430.1,14.6281,47.45,analytic,2147483648,6291456,True,tb_logs/prefill_gqa1_B8_Hq2_Hkv1_S512_D128,
prefill,1,8,4,1,128,128,0,57002,1.8,,161.1,16.2771,47.652,analytic,268435456,2621440,True,tb_logs/prefill_gqa1_B8_Hq4_Hkv1_S128_D128,
prefill,1,8,4,1,256,128,0,68332,5.99,,268.7,19.5123,46.654,analytic,1073741824,5242880,True,tb_logs/prefill_gqa1_B8_Hq4_Hkv1_S256_D128,
prefill,1,8,4,1,512,128,0,94787,17.29,,387.4,27.0666,38.285,analytic,4294967296,10485760,True,tb_logs/prefill_gqa1_B8_Hq4_Hkv1_S512_D128,
prefill,1,8,5,1,128,128,0,69949,1.83,,157.5,19.974,32.848,analytic,335544320,3145728,True,tb_logs/prefill_gqa1_B8_Hq5_Hkv1_S128_D128,
prefill,1,8,5,1,256,128,0,83982,6.1,,262.4,23.981,35.171,analytic,1342177280,6291456,True,tb_logs/prefill_gqa1_B8_Hq5_Hkv1_S256_D128,
prefill,1,8,5,1,512,128,0,116649,17.56,,377.8,33.3092,48.573,analytic,5368709120,12582912,True,tb_logs/prefill_gqa1_B8_Hq5_Hkv1_S512_D128,
prefill,1,8,8,1,128,128,0,110005,1.86,,150.2,31.412,44.33,analytic,536870912,4718592,True,tb_logs/prefill_gqa1_B8_Hq8_Hkv1_S128_D128,
prefill,1,8,8,1,256,128,0,131288,6.24,,251.7,37.4895,50.207,analytic,2147483648,9437184,True,tb_logs/prefill_gqa1_B8_Hq8_Hkv1_S256_D128,
prefill,1,8,8,1,512,128,0,179839,18.22,,367.5,51.3532,64.415,analytic,8589934592,18874368,True,tb_logs/prefill_gqa1_B8_Hq8_Hkv1_S512_D128,
prefill,1,8,16,1,128,128,0,216831,1.89,,144.0,61.9162,83.099,analytic,1073741824,8912896,True,tb_logs/prefill_gqa1_B8_Hq16_Hkv1_S128_D128,
prefill,1,8,16,1,256,128,0,254247,6.44,,245.5,72.6005,93.839,analytic,4294967296,17825792,True,tb_logs/prefill_gqa1_B8_Hq16_Hkv1_S256_D128,
prefill,1,8,16,1,512,128,0,351015,18.67,,355.7,100.2327,120.058,analytic,17179869184,35651584,True,tb_logs/prefill_gqa1_B8_Hq16_Hkv1_S512_D128,
prefill,1,8,16,2,128,128,0,216884,1.89,,152.4,61.9316,83.397,analytic,1073741824,9437184,True,tb_logs/prefill_gqa1_B8_Hq16_Hkv2_S128_D128,
prefill,1,8,16,2,256,128,0,254315,6.44,,259.9,72.6198,94.808,analytic,4294967296,18874368,True,tb_logs/prefill_gqa1_B8_Hq16_Hkv2_S256_D128,
prefill,1,8,16,2,512,128,0,351140,18.66,,376.5,100.2684,121.456,analytic,17179869184,37748736,True,tb_logs/prefill_gqa1_B8_Hq16_Hkv2_S512_D128,
prefill,1,8,12,4,128,128,0,162458,1.89,,180.8,46.3901,64.646,analytic,805306368,8388608,True,tb_logs/prefill_gqa1_B8_Hq12_Hkv4_S128_D128,
prefill,1,8,12,4,256,128,0,194229,6.33,,302.5,55.4624,74.602,analytic,3221225472,16777216,True,tb_logs/prefill_gqa1_B8_Hq12_Hkv4_S256_D128,
prefill,1,8,12,4,512,128,0,265929,18.48,,441.9,75.9365,96.696,analytic,12884901888,33554432,True,tb_logs/prefill_gqa1_B8_Hq12_Hkv4_S512_D128,
prefill,1,8,32,4,128,128,0,425214,1.93,,155.4,121.4204,161.84,analytic,2147483648,18874368,True,tb_logs/prefill_gqa1_B8_Hq32_Hkv4_S128_D128,
prefill,1,8,32,4,256,128,0,502368,6.52,,263.1,143.4517,184.599,analytic,8589934592,37748736,True,tb_logs/prefill_gqa1_B8_Hq32_Hkv4_S256_D128,
prefill,1,8,32,4,512,128,0,693629,18.9,,381.2,198.0665,235.014,analytic,34359738368,75497472,True,tb_logs/prefill_gqa1_B8_Hq32_Hkv4_S512_D128,
prefill,1,8,64,8,128,128,0,846067,1.94,,156.2,241.5953,319.182,analytic,4294967296,37748736,True,tb_logs/prefill_gqa1_B8_Hq64_Hkv8_S128_D128,
prefill,1,8,64,8,256,128,0,998579,6.56,,264.8,285.1454,364.258,analytic,17179869184,75497472,True,tb_logs/prefill_gqa1_B8_Hq64_Hkv8_S256_D128,
prefill,1,8,64,8,512,128,0,1522511,17.22,,347.3,434.7546,462.536,analytic,68719476736,150994944,True,tb_logs/prefill_gqa1_B8_Hq64_Hkv8_S512_D128,
prefill,1,16,2,1,128,128,0,58735,1.74,,187.6,16.7717,47.506,analytic,268435456,3145728,True,tb_logs/prefill_gqa1_B16_Hq2_Hkv1_S128_D128,
prefill,1,16,2,1,256,128,0,71669,5.72,,307.4,20.465,47.393,analytic,1073741824,6291456,True,tb_logs/prefill_gqa1_B16_Hq2_Hkv1_S256_D128,
prefill,1,16,2,1,512,128,0,99876,16.4,,441.2,28.5198,43.5,analytic,4294967296,12582912,True,tb_logs/prefill_gqa1_B16_Hq2_Hkv1_S512_D128,
prefill,1,16,4,1,128,128,0,111840,1.83,,164.2,31.9361,46.304,analytic,536870912,5242880,True,tb_logs/prefill_gqa1_B16_Hq4_Hkv1_S128_D128,
prefill,1,16,4,1,256,128,0,134722,6.08,,272.6,38.4701,52.717,analytic,2147483648,10485760,True,tb_logs/prefill_gqa1_B16_Hq4_Hkv1_S256_D128,
prefill,1,16,4,1,512,128,0,184922,17.72,,397.2,52.8046,68.218,analytic,8589934592,20971520,True,tb_logs/prefill_gqa1_B16_Hq4_Hkv1_S512_D128,
prefill,1,16,5,1,128,128,0,137864,1.86,,159.8,39.3671,54.619,analytic,671088640,6291456,True,tb_logs/prefill_gqa1_B16_Hq5_Hkv1_S128_D128,
prefill,1,16,5,1,256,128,0,165903,6.17,,265.6,47.3737,62.6,analytic,2684354560,12582912,True,tb_logs/prefill_gqa1_B16_Hq5_Hkv1_S256_D128,
prefill,1,16,5,1,512,128,0,227797,17.98,,386.9,65.0476,82.319,analytic,10737418240,25165824,True,tb_logs/prefill_gqa1_B16_Hq5_Hkv1_S512_D128,
prefill,1,16,8,1,128,128,0,218732,1.87,,151.1,62.4591,83.881,analytic,1073741824,9437184,True,tb_logs/prefill_gqa1_B16_Hq8_Hkv1_S128_D128,
prefill,1,16,8,1,256,128,0,257619,6.36,,256.6,73.5634,95.805,analytic,4294967296,18874368,True,tb_logs/prefill_gqa1_B16_Hq8_Hkv1_S256_D128,
prefill,1,16,8,1,512,128,0,356115,18.4,,371.2,101.689,124.296,analytic,17179869184,37748736,True,tb_logs/prefill_gqa1_B16_Hq8_Hkv1_S512_D128,
prefill,1,16,16,1,128,128,0,427009,1.92,,146.2,121.9328,161.808,analytic,2147483648,17825792,True,tb_logs/prefill_gqa1_B16_Hq16_Hkv1_S128_D128,
prefill,1,16,16,1,256,128,0,505523,6.48,,247.0,144.3526,182.901,analytic,8589934592,35651584,True,tb_logs/prefill_gqa1_B16_Hq16_Hkv1_S256_D128,
prefill,1,16,16,1,512,128,0,698336,18.77,,357.6,199.4107,235.132,analytic,34359738368,71303168,True,tb_logs/prefill_gqa1_B16_Hq16_Hkv1_S512_D128,
prefill,1,16,16,2,128,128,0,427119,1.92,,154.8,121.9642,162.815,analytic,2147483648,18874368,True,tb_logs/prefill_gqa1_B16_Hq16_Hkv2_S128_D128,
prefill,1,16,16,2,256,128,0,505581,6.48,,261.5,144.3692,185.495,analytic,8589934592,37748736,True,tb_logs/prefill_gqa1_B16_Hq16_Hkv2_S256_D128,
prefill,1,16,16,2,512,128,0,698451,18.77,,378.5,199.4436,237.87,analytic,34359738368,75497472,True,tb_logs/prefill_gqa1_B16_Hq16_Hkv2_S512_D128,
prefill,1,16,12,4,128,128,0,324609,1.89,,181.0,92.6924,125.144,analytic,1610612736,16777216,True,tb_logs/prefill_gqa1_B16_Hq12_Hkv4_S128_D128,
prefill,1,16,12,4,256,128,0,381459,6.44,,308.0,108.926,145.193,analytic,6442450944,33554432,True,tb_logs/prefill_gqa1_B16_Hq12_Hkv4_S256_D128,
prefill,1,16,12,4,512,128,0,528359,18.61,,444.8,150.8735,187.878,analytic,25769803776,67108864,True,tb_logs/prefill_gqa1_B16_Hq12_Hkv4_S512_D128,
prefill,1,16,32,4,128,128,0,847685,1.93,,155.9,242.0575,319.473,analytic,4294967296,37748736,True,tb_logs/prefill_gqa1_B16_Hq32_Hkv4_S128_D128,
prefill,1,16,32,4,256,128,0,1001787,6.54,,263.9,286.0613,364.453,analytic,17179869184,75497472,True,tb_logs/prefill_gqa1_B16_Hq32_Hkv4_S256_D128,
prefill,1,16,32,4,512,128,0,1528423,17.15,,346.0,436.4429,463.975,analytic,68719476736,150994944,True,tb_logs/prefill_gqa1_B16_Hq32_Hkv4_S512_D128,
prefill,1,16,64,8,128,128,0,1689292,1.94,,156.5,482.3792,633.092,analytic,8589934592,75497472,True,tb_logs/prefill_gqa1_B16_Hq64_Hkv8_S128_D128,
prefill,1,16,64,8,256,128,0,2170948,6.04,,243.6,619.9165,723.018,analytic,34359738368,150994944,True,tb_logs/prefill_gqa1_B16_Hq64_Hkv8_S256_D128,
prefill,1,16,64,8,512,128,0,3592953,14.59,,294.3,1025.9717,919.674,analytic,137438953472,301989888,True,tb_logs/prefill_gqa1_B16_Hq64_Hkv8_S512_D128,
prefill,1,32,2,1,128,128,0,115261,1.78,,191.2,32.913,46.446,analytic,536870912,6291456,True,tb_logs/prefill_gqa1_B32_Hq2_Hkv1_S128_D128,
prefill,1,32,2,1,256,128,0,141385,5.79,,311.7,40.3727,54.595,analytic,2147483648,12582912,True,tb_logs/prefill_gqa1_B32_Hq2_Hkv1_S256_D128,
prefill,1,32,2,1,512,128,0,194633,16.84,,452.8,55.5777,76.316,analytic,8589934592,25165824,True,tb_logs/prefill_gqa1_B32_Hq2_Hkv1_S512_D128,
prefill,1,32,4,1,128,128,0,222356,1.84,,165.1,63.4939,85.448,analytic,1073741824,10485760,True,tb_logs/prefill_gqa1_B32_Hq4_Hkv1_S128_D128,
prefill,1,32,4,1,256,128,0,264008,6.21,,278.2,75.3879,98.979,analytic,4294967296,20971520,True,tb_logs/prefill_gqa1_B32_Hq4_Hkv1_S256_D128,
prefill,1,32,4,1,512,128,0,366233,17.9,,401.1,104.5783,132.445,analytic,17179869184,41943040,True,tb_logs/prefill_gqa1_B32_Hq4_Hkv1_S512_D128,
prefill,1,32,5,1,128,128,0,275056,1.86,,160.2,78.5425,104.867,analytic,1342177280,12582912,True,tb_logs/prefill_gqa1_B32_Hq5_Hkv1_S128_D128,
prefill,1,32,5,1,256,128,0,326094,6.28,,270.3,93.1166,120.562,analytic,5368709120,25165824,True,tb_logs/prefill_gqa1_B32_Hq5_Hkv1_S256_D128,
prefill,1,32,5,1,512,128,0,451987,18.12,,390.0,129.0655,159.902,analytic,21474836480,50331648,True,tb_logs/prefill_gqa1_B32_Hq5_Hkv1_S512_D128,
prefill,1,32,8,1,128,128,0,430141,1.9,,153.7,122.8273,163.401,analytic,2147483648,18874368,True,tb_logs/prefill_gqa1_B32_Hq8_Hkv1_S128_D128,
