mode,gqa,B,Hq,Hkv,S,D,d_pad,total_cycles,mxu_util,vpu_util,hbm_bw_gbs,device_us,avg_us,util_src,flops,bytes,fused,trace_dir,error
decode,1,32,5,1,512,128,0,291280,0.05,,101.8,83.1754,87.88,analytic,41943040,8470528,True,tb_logs/decode_gqa1_B32_Hq5_Hkv1_S512_D128,
decode,1,32,8,1,128,128,0,373622,0.02,,20.9,106.6882,111.368,analytic,16777216,2228224,True,tb_logs/decode_gqa1_B32_Hq8_Hkv1_S128_D128,
decode,1,32,8,1,256,128,0,390147,0.03,,38.8,111.407,116.121,analytic,33554432,4325376,True,tb_logs/decode_gqa1_B32_Hq8_Hkv1_S256_D128,
decode,1,32,8,1,512,128,0,438089,0.06,,68.1,125.0967,129.528,analytic,67108864,8519680,True,tb_logs/decode_gqa1_B32_Hq8_Hkv1_S512_D128,
decode,1,32,16,1,128,128,0,701999,0.02,,11.8,200.4565,205.479,analytic,33554432,2359296,True,tb_logs/decode_gqa1_B32_Hq16_Hkv1_S128_D128,
decode,1,32,16,1,256,128,0,731465,0.03,,21.3,208.8705,213.714,analytic,67108864,4456448,True,tb_logs/decode_gqa1_B32_Hq16_Hkv1_S256_D128,
decode,1,32,16,1,512,128,0,820553,0.06,,36.9,234.3099,239.42,analytic,134217728,8650752,True,tb_logs/decode_gqa1_B32_Hq16_Hkv1_S512_D128,
decode,1,32,16,2,128,128,0,736133,0.02,,21.2,210.2037,215.202,analytic,33554432,4456448,True,tb_logs/decode_gqa1_B32_Hq16_Hkv2_S128_D128,
decode,1,32,16,2,256,128,0,771063,0.03,,39.3,220.178,225.158,analytic,67108864,8650752,True,tb_logs/decode_gqa1_B32_Hq16_Hkv2_S256_D128,
decode,1,32,16,2,512,128,0,875174,0.06,,68.2,249.907,254.29,analytic,134217728,17039360,True,tb_logs/decode_gqa1_B32_Hq16_Hkv2_S512_D128,
decode,1,32,12,4,128,128,0,639796,0.02,,47.0,182.6944,188.13,analytic,25165824,8585216,True,tb_logs/decode_gqa1_B32_Hq12_Hkv4_S128_D128,
decode,1,32,12,4,256,128,0,679306,0.03,,87.5,193.9767,199.358,analytic,50331648,16973824,True,tb_logs/decode_gqa1_B32_Hq12_Hkv4_S256_D128,
decode,1,32,12,4,512,128,0,755580,0.05,,156.4,215.7567,221.244,analytic,100663296,33751040,True,tb_logs/decode_gqa1_B32_Hq12_Hkv4_S512_D128,
decode,1,32,32,4,128,128,0,1464008,0.02,,21.3,418.0491,423.93,analytic,67108864,8912896,True,tb_logs/decode_gqa1_B32_Hq32_Hkv4_S128_D128,
decode,1,32,32,4,256,128,0,1554522,0.03,,39.0,443.8954,450.034,analytic,134217728,17301504,True,tb_logs/decode_gqa1_B32_Hq32_Hkv4_S256_D128,
decode,1,32,32,4,512,128,0,1749324,0.06,,68.2,499.5213,506.836,analytic,268435456,34078720,True,tb_logs/decode_gqa1_B32_Hq32_Hkv4_S512_D128,
decode,1,32,64,8,128,128,0,2949199,0.02,,21.2,842.147,848.657,analytic,134217728,17825792,True,tb_logs/decode_gqa1_B32_Hq64_Hkv8_S128_D128,
decode,1,32,64,8,256,128,0,3052177,0.03,,39.7,871.5525,878.025,analytic,268435456,34603008,True,tb_logs/decode_gqa1_B32_Hq64_Hkv8_S256_D128,
decode,1,32,64,8,512,128,0,3497547,0.06,,68.2,998.7285,1006.551,analytic,536870912,68157440,True,tb_logs/decode_gqa1_B32_Hq64_Hkv8_S512_D128,
